CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
29044,MRS.,OLIVIA,WILSON,02-03-1968,S,F,olivia.wilsonnobethanalytics.com,90000,4,Bachelors,Management,Y
29045,MS.,ANNA,JONES,10-11-1967,S,F,anna.jonesnobethanalytics.com,110000,0,Graduate Degree,Management,N
29046,MRS.,GABRIELLA,RICHARDSON,19-02-1963,S,F,gabriella.richardsonnobethanalytics.com,80000,4,Bachelors,Management,N
29047,MR.,JACK,LOPEZ,02-06-1963,M,M,jack.lopeznobethanalytics.com,80000,4,Bachelors,Management,Y
29048,MR.,WILLIAM,HARRIS,03-10-1968,S,M,william.harrisnobethanalytics.com,110000,2,Bachelors,Management,N
29049,MS.,KELLY,SIMMONS,26-09-1979,S,F,kelly.simmonsnobethanalytics.com,40000,0,High School,Skilled Manual,Y
29050,MR.,JACK,RUSSELL,22-07-1979,S,M,jack.russellnobethanalytics.com,40000,0,Partial College,Skilled Manual,Y
29051,MS.,MICHELE,SHE,25-08-1979,S,F,michele.shenobethanalytics.com,40000,0,Partial College,Skilled Manual,N
29052,MR.,IAN,PETERSON,04-02-1979,S,M,ian.petersonnobethanalytics.com,40000,0,Partial College,Skilled Manual,Y
29053,MR.,NELSON,GOMEZ,03-10-1944,S,M,nelson.gomeznobethanalytics.com,10000,5,High School,Skilled Manual,N
29054,MRS.,ABBY,KAPOOR,03-09-1944,M,F,abby.kapoornobethanalytics.com,20000,3,High School,Skilled Manual,Y
29055,MRS.,MONICA,SAI,11-11-1944,M,F,monica.sainobethanalytics.com,20000,4,High School,Skilled Manual,Y
29056,MS.,ANGELICA,GRIFFIN,05-03-1979,M,F,angelica.griffinnobethanalytics.com,60000,0,Partial College,Skilled Manual,Y
29057,MS.,LATOYA,ANDERSEN,09-05-1978,S,F,latoya.andersennobethanalytics.com,30000,0,Partial College,Skilled Manual,N
29058,MS.,OLIVIA,REED,03-01-1978,S,F,olivia.reednobethanalytics.com,60000,0,Partial College,Skilled Manual,N
29059,MS.,JOCELYN,PERRY,20-06-1978,S,F,jocelyn.perrynobethanalytics.com,60000,0,Partial College,Skilled Manual,Y
29060,MR.,DAVID,WASHINGTON,01-04-1978,S,M,david.washingtonnobethanalytics.com,60000,0,Partial College,Skilled Manual,N
29061,MR.,JAIME,KUMAR,19-04-1945,S,M,jaime.kumarnobethanalytics.com,10000,2,Partial High School,Clerical,Y
29062,MR.,DENNIS,LIU,21-04-1945,M,M,dennis.liunobethanalytics.com,20000,4,High School,Skilled Manual,Y
29063,MR.,ALAN,LIANG,25-08-1946,S,M,alan.liangnobethanalytics.com,20000,4,High School,Skilled Manual,N
29064,MR.,JOSE,BUTLER,10-12-1946,S,M,jose.butlernobethanalytics.com,30000,2,Partial College,Clerical,Y
29065,MRS.,PAMELA,RODRIGUEZ,21-02-1946,S,F,pamela.rodrigueznobethanalytics.com,30000,2,Partial College,Clerical,N
29066,MR.,RICKY,SUAREZ,28-01-1946,M,M,ricky.suareznobethanalytics.com,40000,2,Bachelors,Management,Y
29067,MR.,RUSSELL,CHANDER,10-05-1946,M,M,russell.chandernobethanalytics.com,40000,2,Bachelors,Management,Y
29068,MRS.,CASSANDRA,MADAN,18-03-1947,S,F,cassandra.madannobethanalytics.com,20000,4,High School,Skilled Manual,N
29071,MS.,MEGAN,THOMAS,18-11-1977,S,F,megan.thomasnobethanalytics.com,40000,0,Bachelors,Professional,N
29072,MS.,EMMA,RAMIREZ,18-08-1977,S,F,emma.ramireznobethanalytics.com,40000,0,Bachelors,Professional,N
29073,MS.,MELANIE,BARNES,19-02-1977,S,F,melanie.barnesnobethanalytics.com,40000,0,Bachelors,Professional,N
29074,MS.,JOAN,LONG,28-07-1977,S,F,joan.longnobethanalytics.com,40000,0,Partial College,Skilled Manual,N
29075,MR.,JACK,WRIGHT,05-07-1977,S,M,jack.wrightnobethanalytics.com,40000,0,Partial College,Skilled Manual,Y
29076,MS.,MEGAN,MILLER,04-03-1977,S,F,megan.millernobethanalytics.com,60000,0,Partial College,Skilled Manual,N
29077,MR.,BLAKE,HENDERSON,23-11-1977,S,M,blake.hendersonnobethanalytics.com,70000,0,Partial College,Skilled Manual,Y
29078,MS.,VICTORIA,SANDERS,27-09-1977,M,F,victoria.sandersnobethanalytics.com,70000,0,Partial College,Skilled Manual,Y
29079,MR.,BRIAN,ROGERS,07-06-1976,M,M,brian.rogersnobethanalytics.com,60000,0,Partial College,Skilled Manual,N
29080,MRS.,YOLANDA,NARA,17-07-1949,M,F,yolanda.naranobethanalytics.com,20000,2,Partial High School,Clerical,Y
29081,MR.,DARREN,LOPEZ,17-03-1949,S,M,darren.lopeznobethanalytics.com,20000,2,Partial High School,Clerical,Y
29082,MRS.,SABRINA,RAMOS,22-01-1949,S,F,sabrina.ramosnobethanalytics.com,20000,2,Partial High School,Clerical,Y
29083,MRS.,TONI,SULLIVAN,21-08-1950,S,F,toni.sullivannobethanalytics.com,10000,2,Partial High School,Clerical,Y
29084,MRS.,BETH,HERNANDEZ,23-06-1950,S,F,beth.hernandeznobethanalytics.com,20000,2,Partial High School,Clerical,Y
29085,MR.,BRAD,GOEL,27-11-1950,M,M,brad.goelnobethanalytics.com,20000,2,Partial High School,Clerical,Y
29086,MR.,FRANK,DIAZ,13-01-1950,S,M,frank.diaznobethanalytics.com,20000,2,Partial High School,Clerical,N
29087,MR.,STEVE,YE,16-10-1950,M,M,steve.yenobethanalytics.com,20000,2,Partial High School,Clerical,Y
29088,MRS.,TAMARA,ANAND,01-03-1950,S,F,tamara.anandnobethanalytics.com,20000,2,Partial High School,Clerical,Y
29089,MR.,NOAH,HENDERSON,13-01-1980,S,M,noah.hendersonnobethanalytics.com,40000,0,Bachelors,Professional,Y
29090,MRS.,LACEY,YE,21-08-1952,M,F,lacey.yenobethanalytics.com,20000,2,Partial High School,Clerical,N
29091,MRS.,MALLORY,HERNANDEZ,12-10-1952,M,F,mallory.hernandeznobethanalytics.com,20000,2,Partial High School,Clerical,Y
29092,MR.,JESSIE,MA,26-11-1952,S,M,jessie.manobethanalytics.com,20000,2,Partial High School,Clerical,N
29093,MR.,ERIK,BLANCO,05-10-1952,M,M,erik.blanconobethanalytics.com,20000,2,Partial High School,Clerical,Y
29094,MR.,JESSIE,HE,26-06-1952,M,M,jessie.henobethanalytics.com,30000,3,High School,Skilled Manual,Y
29095,MR.,JAIME,JIMENEZ,28-03-1952,M,M,jaime.jimeneznobethanalytics.com,30000,3,High School,Skilled Manual,N
29096,MRS.,MARGARET,STEWART,10-02-1953,M,F,margaret.stewartnobethanalytics.com,40000,2,Partial College,Skilled Manual,Y
29097,MRS.,BONNIE,BECK,10-12-1953,S,F,bonnie.becknobethanalytics.com,40000,2,Partial College,Skilled Manual,Y
29098,MR.,JIMMY,GILL,10-04-1953,M,M,jimmy.gillnobethanalytics.com,40000,2,Partial College,Skilled Manual,N
29099,MR.,TONY,SHEN,12-07-1953,M,M,tony.shennobethanalytics.com,40000,2,Partial College,Skilled Manual,Y
29100,MRS.,VANESSA,DIAZ,19-01-1954,S,F,vanessa.diaznobethanalytics.com,40000,3,Partial High School,Clerical,Y
29101,MRS.,MONIQUE,RUBIO,08-06-1954,S,F,monique.rubionobethanalytics.com,40000,3,Partial High School,Clerical,Y
29102,MRS.,MARIE,MEHTA,25-03-1955,S,F,marie.mehtanobethanalytics.com,80000,2,Partial College,Skilled Manual,N
29103,MR.,KARL,RAJI,08-11-1955,M,M,karl.rajinobethanalytics.com,80000,2,Partial College,Skilled Manual,Y
29104,MR.,NATHAN,ZHANG,16-07-1975,M,M,nathan.zhangnobethanalytics.com,40000,0,Partial College,Skilled Manual,N
29106,MR.,CALVIN,BECK,07-03-1975,S,M,calvin.becknobethanalytics.com,40000,0,High School,Skilled Manual,N
29107,MS.,TONYA,LUO,17-04-1975,S,F,tonya.luonobethanalytics.com,40000,0,High School,Skilled Manual,Y
29108,MR.,SETH,EVANS,22-06-1975,S,M,seth.evansnobethanalytics.com,60000,0,Partial College,Skilled Manual,N
29109,MS.,ELIZABETH,MILLER,17-07-1974,M,F,elizabeth.millernobethanalytics.com,50000,0,High School,Skilled Manual,Y
29110,MS.,SYDNEY,SMITH,11-04-1973,S,F,sydney.smithnobethanalytics.com,60000,0,Partial College,Skilled Manual,Y
29111,MR.,DALE,ANAND,25-11-1973,S,M,dale.anandnobethanalytics.com,70000,0,Partial College,Professional,N
29112,MR.,EDWARD,POWELL,24-06-1976,S,M,edward.powellnobethanalytics.com,60000,0,Partial College,Professional,N
29113,MRS.,ALÍCIA,ANAND,26-05-1956,S,F,alícia.anandnobethanalytics.com,80000,2,High School,Skilled Manual,N
29114,MR.,LEVI,RAMAN,19-09-1956,M,M,levi.ramannobethanalytics.com,80000,2,High School,Skilled Manual,Y
29115,MRS.,JACQUELYN,MUNOZ,08-02-1957,M,F,jacquelyn.munoznobethanalytics.com,70000,2,High School,Skilled Manual,Y
29116,MRS.,JANELLE,PATEL,08-05-1958,M,F,janelle.patelnobethanalytics.com,100000,1,Bachelors,Management,Y
29117,MR.,GLENN,SHE,04-02-1958,S,M,glenn.shenobethanalytics.com,100000,1,Bachelors,Management,N
29118,MR.,NOAH,GRIFFIN,06-02-1958,S,M,noah.griffinnobethanalytics.com,100000,1,Bachelors,Management,N
29119,MR.,LEE,OLIVER,13-10-1958,S,M,lee.olivernobethanalytics.com,100000,1,Bachelors,Management,N
29120,MRS.,KAITLYN,BROWN,23-03-1958,S,F,kaitlyn.brownnobethanalytics.com,100000,1,Bachelors,Management,Y
29121,MRS.,JULIE,LUO,16-03-1959,S,F,julie.luonobethanalytics.com,100000,1,Bachelors,Management,Y
29122,MR.,SHANNON,MUNOZ,05-03-1959,M,M,shannon.munoznobethanalytics.com,100000,1,Bachelors,Management,Y
29123,MRS.,TONYA,GOEL,20-12-1959,M,F,tonya.goelnobethanalytics.com,100000,1,Bachelors,Management,Y
29124,MR.,ANGEL,EDWARDS,14-01-1974,M,M,angel.edwardsnobethanalytics.com,50000,0,High School,Professional,Y
29125,MS.,ANDREA,REED,10-12-1974,M,F,andrea.reednobethanalytics.com,60000,0,Partial College,Professional,Y
29126,MS.,CHLOE,COX,26-09-1974,S,F,chloe.coxnobethanalytics.com,60000,0,Partial College,Professional,N
29127,MR.,BRYAN,MURPHY,19-11-1966,M,M,bryan.murphynobethanalytics.com,120000,2,Bachelors,Management,Y
29128,MS.,ALYSSA,REED,14-09-1966,M,F,alyssa.reednobethanalytics.com,130000,0,Graduate Degree,Management,Y
29129,MR.,TIMOTHY,WATSON,01-03-1966,M,M,timothy.watsonnobethanalytics.com,130000,1,Graduate Degree,Management,Y
29130,MRS.,HANNAH,WASHINGTON,22-09-1957,M,F,hannah.washingtonnobethanalytics.com,70000,2,Partial High School,Skilled Manual,Y
29131,MR.,BRANDON,COLEMAN,16-05-1964,S,M,brandon.colemannobethanalytics.com,40000,0,Bachelors,Professional,N
29132,MS.,BRIANNA,COOK,16-06-1964,S,F,brianna.cooknobethanalytics.com,40000,0,Bachelors,Professional,Y
29133,MRS.,SYDNEY,KING,17-03-1964,S,F,sydney.kingnobethanalytics.com,60000,4,Bachelors,Skilled Manual,N
29134,MR.,PEDRO,DOMINGUEZ,16-03-1964,M,M,pedro.domingueznobethanalytics.com,60000,4,Bachelors,Skilled Manual,N
29135,MR.,ADAM,ALLEN,04-10-1964,M,M,adam.allennobethanalytics.com,60000,4,Bachelors,Skilled Manual,Y
29136,,CAROLINE,BRYANT,08-05-1964,M,NA,caroline.bryantnobethanalytics.com,60000,4,Bachelors,Skilled Manual,Y
29137,MR.,JACK,ALLEN,20-07-1963,M,M,jack.allennobethanalytics.com,70000,4,Bachelors,Skilled Manual,Y
29139,MRS.,RILEY,COLEMAN,22-08-1968,S,F,riley.colemannobethanalytics.com,60000,2,Graduate Degree,Professional,N
29140,MR.,RICHARD,WARD,28-11-1963,S,M,richard.wardnobethanalytics.com,60000,3,Graduate Degree,Professional,Y
29141,MRS.,SUZANNE,WANG,17-07-1962,S,F,suzanne.wangnobethanalytics.com,60000,1,Bachelors,Professional,N
29142,MRS.,ASHLEY,SMITH,24-05-1962,M,F,ashley.smithnobethanalytics.com,60000,1,Bachelors,Professional,Y
29143,MRS.,GRACE,JENKINS,16-03-1962,S,F,grace.jenkinsnobethanalytics.com,60000,1,Bachelors,Professional,N
29144,MR.,BRANDON,ZHANG,11-02-1962,M,M,brandon.zhangnobethanalytics.com,60000,1,Partial College,Skilled Manual,Y
29145,MRS.,SHELBY,GRAY,10-08-1962,M,F,shelby.graynobethanalytics.com,60000,1,Partial College,Skilled Manual,Y
29146,MR.,IAN,HENDERSON,08-10-1962,M,M,ian.hendersonnobethanalytics.com,60000,1,Partial College,Skilled Manual,Y
29147,MRS.,MARY,ROBERTS,14-02-1961,S,F,mary.robertsnobethanalytics.com,40000,4,High School,Skilled Manual,N
29148,MRS.,GABRIELLA,MURPHY,13-11-1961,S,F,gabriella.murphynobethanalytics.com,40000,4,High School,Skilled Manual,Y
29149,MRS.,ARIANA,BELL,20-08-1961,M,F,ariana.bellnobethanalytics.com,60000,1,Partial College,Skilled Manual,Y
29150,MR.,WYATT,GRIFFIN,12-07-1961,M,M,wyatt.griffinnobethanalytics.com,60000,1,Partial College,Skilled Manual,Y
29151,MRS.,CAROLINE,LONG,23-03-1961,M,F,caroline.longnobethanalytics.com,60000,1,Partial College,Skilled Manual,Y
29152,MR.,STEVEN,SANDERS,25-07-1961,M,M,steven.sandersnobethanalytics.com,60000,1,Partial College,Skilled Manual,N
29153,MR.,PEDRO,ARUN,17-03-1960,S,M,pedro.arunnobethanalytics.com,40000,0,Bachelors,Professional,N
29154,MR.,EDUARDO,BENNETT,16-09-1967,S,M,eduardo.bennettnobethanalytics.com,60000,0,Partial College,Skilled Manual,N
29155,MS.,GABRIELLA,KELLY,08-10-1967,S,F,gabriella.kellynobethanalytics.com,60000,0,Partial College,Skilled Manual,N
29156,MS.,ASHLEY,BARNES,22-10-1967,S,F,ashley.barnesnobethanalytics.com,60000,0,Graduate Degree,Professional,N
29157,MR.,SETH,POWELL,27-04-1967,S,M,seth.powellnobethanalytics.com,60000,0,Graduate Degree,Professional,N
29158,MR.,IAN,EDWARDS,11-12-1960,M,M,ian.edwardsnobethanalytics.com,60000,1,Partial College,Skilled Manual,Y
29159,MRS.,EMMA,MORGAN,14-07-1960,M,F,emma.morgannobethanalytics.com,60000,1,Partial College,Skilled Manual,Y
29160,MR.,LOGAN,BAKER,26-02-1959,S,M,logan.bakernobethanalytics.com,60000,5,Bachelors,Professional,Y
29161,MR.,THOMAS,MARTINEZ,24-07-1959,S,M,thomas.martineznobethanalytics.com,60000,5,Bachelors,Professional,N
29162,MR.,XAVIER,MURPHY,13-02-1959,M,M,xavier.murphynobethanalytics.com,60000,4,Bachelors,Professional,Y
29163,MR.,MASON,MURPHY,06-02-1959,S,M,mason.murphynobethanalytics.com,60000,4,Bachelors,Professional,N
29164,MRS.,JENNIFER,JAMES,23-09-1959,M,F,jennifer.jamesnobethanalytics.com,60000,4,Bachelors,Professional,Y
29165,MR.,BENJAMIN,PERRY,17-06-1959,S,M,benjamin.perrynobethanalytics.com,70000,2,Graduate Degree,Professional,N
29166,MR.,JAIME,HERNANDEZ,02-05-1959,S,M,jaime.hernandeznobethanalytics.com,80000,2,Graduate Degree,Professional,N
29167,MRS.,DAWN,SHEN,12-03-1959,S,F,dawn.shennobethanalytics.com,80000,2,Graduate Degree,Professional,N
29168,MR.,DERRICK,ROMERO,26-02-1959,S,M,derrick.romeronobethanalytics.com,80000,4,Graduate Degree,Professional,N
29169,MRS.,VICTORIA,BAILEY,18-09-1958,S,F,victoria.baileynobethanalytics.com,60000,1,Bachelors,Professional,N
29170,MRS.,ALEXANDRA,ADAMS,16-10-1958,S,F,alexandra.adamsnobethanalytics.com,60000,1,Bachelors,Professional,N
29171,MR.,JAY,ALVAREZ,04-05-1958,M,M,jay.alvareznobethanalytics.com,70000,5,Graduate Degree,Professional,Y
29172,MR.,ARTURO,CARSON,24-10-1958,S,M,arturo.carsonnobethanalytics.com,70000,5,Bachelors,Professional,Y
29173,MR.,RICHARD,BRADLEY,20-11-1958,S,M,richard.bradleynobethanalytics.com,70000,5,Bachelors,Professional,N
29174,MR.,RICHARD,PARKER,15-11-1958,S,M,richard.parkernobethanalytics.com,80000,5,Graduate Degree,Professional,N
29175,MR.,SEAN,RIVERA,06-08-1958,M,M,sean.riveranobethanalytics.com,80000,5,Graduate Degree,Professional,Y
29177,MR.,FRANK,MARTIN,06-11-1929,M,M,frank.martinnobethanalytics.com,70000,3,Graduate Degree,Management,Y
29178,MRS.,CANDICE,SHE,01-09-1969,M,F,candice.shenobethanalytics.com,80000,4,Graduate Degree,Management,Y
29179,MRS.,PATRICIA,MEHTA,10-06-1969,M,F,patricia.mehtanobethanalytics.com,90000,1,Graduate Degree,Management,Y
29180,MR.,ERIK,GOMEZ,05-04-1969,M,M,erik.gomeznobethanalytics.com,100000,1,Graduate Degree,Management,Y
29181,MRS.,MELINDA,SUAREZ,13-05-1968,S,F,melinda.suareznobethanalytics.com,60000,2,Bachelors,Professional,N
29182,MR.,WESLEY,XU,26-12-1968,M,M,wesley.xunobethanalytics.com,60000,2,Bachelors,Professional,Y
29183,MRS.,GABRIELLE,SIMMONS,24-11-1970,M,F,gabrielle.simmonsnobethanalytics.com,80000,4,Graduate Degree,Management,Y
29184,MRS.,KRISTI,MADAN,12-04-1970,M,F,kristi.madannobethanalytics.com,80000,4,Graduate Degree,Management,Y
29185,MR.,WARREN,LI,21-09-1968,M,M,warren.linobethanalytics.com,60000,2,Bachelors,Professional,Y
29186,MR.,MATHEW,SERRANO,19-06-1968,S,M,mathew.serranonobethanalytics.com,60000,2,Bachelors,Professional,N
29187,MR.,JEROME,RAMOS,12-04-1968,M,M,jerome.ramosnobethanalytics.com,60000,2,Bachelors,Professional,Y
29188,MR.,COLIN,KUMAR,19-09-1968,S,M,colin.kumarnobethanalytics.com,70000,5,Bachelors,Professional,Y
29189,MR.,ROY,DOMINGUEZ,23-06-1967,S,M,roy.domingueznobethanalytics.com,70000,5,Bachelors,Professional,N
29190,MRS.,KAITLIN,SURI,11-08-1969,S,F,kaitlin.surinobethanalytics.com,120000,1,Graduate Degree,Management,N
29191,MRS.,CHELSEA,WEBER,19-11-1969,S,F,chelsea.webernobethanalytics.com,130000,1,Graduate Degree,Management,N
29192,MRS.,JESSICA,RAMIREZ,27-10-1967,M,F,jessica.ramireznobethanalytics.com,70000,5,Bachelors,Professional,Y
29193,MR.,ALEJANDRO,LIANG,06-09-1966,S,M,alejandro.liangnobethanalytics.com,80000,5,Graduate Degree,Management,Y
29194,MS.,GRACE,POWELL,25-10-1966,M,F,grace.powellnobethanalytics.com,90000,0,Bachelors,Professional,Y
29195,MS.,BARBARA,XU,10-10-1966,M,F,barbara.xunobethanalytics.com,90000,0,Bachelors,Professional,N
29196,MR.,DARREN,SERRANO,21-01-1966,M,M,darren.serranonobethanalytics.com,90000,2,Bachelors,Professional,Y
29197,MRS.,MORGAN,BROWN,04-07-1953,S,F,morgan.brownnobethanalytics.com,60000,3,Partial High School,Skilled Manual,N
29198,MRS.,FAITH,RAMIREZ,06-07-1953,M,F,faith.ramireznobethanalytics.com,60000,3,Partial High School,Skilled Manual,Y
29199,MR.,JAMES,WILSON,07-10-1953,S,M,james.wilsonnobethanalytics.com,60000,3,Partial High School,Skilled Manual,N
29200,MR.,JACKSON,COLLINS,25-02-1957,M,M,jackson.collinsnobethanalytics.com,60000,2,High School,Professional,Y
29201,MRS.,KARA,JAI,18-05-1957,S,F,kara.jainobethanalytics.com,70000,3,Partial College,Professional,N
29202,MR.,JERRY,KUMAR,18-11-1957,M,M,jerry.kumarnobethanalytics.com,70000,3,Partial College,Professional,Y
29203,MRS.,LAURA,HU,28-04-1957,M,F,laura.hunobethanalytics.com,70000,3,Partial College,Professional,Y
29204,MR.,AUSTIN,SHARMA,26-11-1957,S,M,austin.sharmanobethanalytics.com,90000,2,Partial College,Professional,N
29205,MR.,DAVID,LONG,16-11-1956,M,M,david.longnobethanalytics.com,80000,2,Partial High School,Skilled Manual,Y
29206,MR.,NICHOLAS,ANDERSON,23-08-1956,M,M,nicholas.andersonnobethanalytics.com,80000,2,Partial High School,Skilled Manual,Y
29207,MRS.,KATELYN,JAMES,27-01-1956,M,F,katelyn.jamesnobethanalytics.com,60000,2,High School,Professional,Y
29208,MRS.,AMBER,LOPEZ,12-11-1956,M,F,amber.lopeznobethanalytics.com,60000,2,High School,Professional,N
29209,MR.,JORDAN,EVANS,05-09-1965,M,M,jordan.evansnobethanalytics.com,90000,4,Partial College,Professional,Y
29210,MR.,DEVIN,PETERSON,07-08-1965,M,M,devin.petersonnobethanalytics.com,100000,3,Bachelors,Management,Y
29211,MRS.,STEPHANIE,ROSS,14-06-1965,M,F,stephanie.rossnobethanalytics.com,100000,4,Bachelors,Management,Y
29212,MRS.,JOCELYN,GONZALES,15-12-1965,S,F,jocelyn.gonzalesnobethanalytics.com,100000,4,Bachelors,Management,Y
29213,MRS.,JODI,LUO,06-10-1964,S,F,jodi.luonobethanalytics.com,80000,4,Bachelors,Management,N
29214,MR.,JOSEPH,MARTINEZ,25-06-1964,S,M,joseph.martineznobethanalytics.com,80000,4,Partial College,Professional,Y
29215,MRS.,ABIGAIL,BARNES,13-03-1964,S,F,abigail.barnesnobethanalytics.com,90000,5,Partial College,Professional,N
29216,MR.,ANTONIO,WOOD,19-05-1964,S,M,antonio.woodnobethanalytics.com,90000,5,Partial College,Professional,N
29217,MRS.,ALEXIS,WILSON,23-11-1964,M,F,alexis.wilsonnobethanalytics.com,100000,5,Partial College,Professional,Y
29218,MR.,BRANDON,MOORE,01-04-1964,S,M,brandon.moorenobethanalytics.com,100000,5,Partial College,Professional,Y
29219,MR.,DARREN,ARUN,17-06-1964,S,M,darren.arunnobethanalytics.com,130000,2,Graduate Degree,Management,N
29220,MRS.,MELINDA,RAMOS,23-03-1964,S,F,melinda.ramosnobethanalytics.com,130000,2,Graduate Degree,Management,N
29221,MRS.,KELLY,BENNETT,09-06-1964,S,F,kelly.bennettnobethanalytics.com,150000,1,Bachelors,Management,N
29222,MR.,EVAN,PEREZ,04-05-1964,M,M,evan.pereznobethanalytics.com,160000,0,Bachelors,Management,Y
29223,MR.,ANGEL,PHILLIPS,15-01-1956,S,M,angel.phillipsnobethanalytics.com,70000,4,Partial College,Professional,N
29224,MRS.,KAYLEE,BAILEY,08-07-1956,M,F,kaylee.baileynobethanalytics.com,70000,4,Partial College,Professional,Y
29225,MR.,MATTHEW,LEE,09-04-1956,S,M,matthew.leenobethanalytics.com,80000,3,Partial College,Professional,N
29226,MRS.,KATHERINE,LEE,18-04-1934,S,F,katherine.leenobethanalytics.com,60000,2,Graduate Degree,Management,Y
29227,MR.,LEVI,PATEL,05-01-1934,S,M,levi.patelnobethanalytics.com,70000,4,Graduate Degree,Management,Y
29228,MRS.,COURTNEY,CAMPBELL,24-06-1934,S,F,courtney.campbellnobethanalytics.com,130000,1,Graduate Degree,Management,N
29229,MR.,LANCE,MORENO,25-10-1963,S,M,lance.morenonobethanalytics.com,80000,4,Partial College,Professional,N
29230,MRS.,KAITLYN,DIAZ,05-08-1963,S,F,kaitlyn.diaznobethanalytics.com,80000,4,Partial College,Professional,N
29231,MRS.,BRITTANY,SIMMONS,13-07-1963,S,F,brittany.simmonsnobethanalytics.com,80000,4,Partial College,Professional,N
29232,MS.,SAMANTHA,SIMMONS,11-03-1963,S,F,samantha.simmonsnobethanalytics.com,90000,0,Partial College,Professional,Y
29233,MS.,CAITLIN,SANDERS,25-08-1963,S,F,caitlin.sandersnobethanalytics.com,90000,0,Partial College,Professional,Y
29234,MR.,KEVIN,LOPEZ,08-10-1963,M,M,kevin.lopeznobethanalytics.com,110000,5,Bachelors,Management,Y
29235,MR.,ISAIAH,ROGERS,23-12-1963,S,M,isaiah.rogersnobethanalytics.com,120000,4,Partial College,Professional,N
29236,MR.,ERIC,YOUNG,04-04-1963,S,M,eric.youngnobethanalytics.com,120000,4,Partial College,Professional,Y
29237,MRS.,JENNIFER,JENKINS,17-08-1963,S,F,jennifer.jenkinsnobethanalytics.com,120000,4,Partial College,Professional,Y
29238,MR.,XAVIER,POWELL,15-06-1963,S,M,xavier.powellnobethanalytics.com,150000,4,Partial College,Professional,N
29239,MRS.,SAMANTHA,MILLER,14-06-1963,S,F,samantha.millernobethanalytics.com,150000,4,Partial College,Professional,N
29240,MRS.,MADELINE,ALLEN,02-07-1962,S,F,madeline.allennobethanalytics.com,80000,5,Partial College,Professional,N
29241,MRS.,SOPHIA,EVANS,28-08-1962,S,F,sophia.evansnobethanalytics.com,90000,5,Partial College,Professional,N
29243,MR.,JARED,TORRES,20-12-1962,S,M,jared.torresnobethanalytics.com,110000,1,Bachelors,Management,Y
29244,MR.,ERIC,ROSS,22-08-1962,S,M,eric.rossnobethanalytics.com,110000,1,Bachelors,Management,Y
29245,MR.,ANGEL,ROBERTS,16-12-1962,M,M,angel.robertsnobethanalytics.com,130000,1,Bachelors,Management,Y
29246,MR.,THOMAS,WILLIAMS,04-06-1962,S,M,thomas.williamsnobethanalytics.com,130000,1,Bachelors,Management,N
29247,MRS.,SARA,GRAY,24-06-1961,S,F,sara.graynobethanalytics.com,70000,5,Partial College,Professional,Y
29248,MR.,JONATHAN,MARTIN,19-06-1961,S,M,jonathan.martinnobethanalytics.com,90000,4,High School,Professional,Y
29249,MR.,AUSTIN,LONG,19-06-1961,M,M,austin.longnobethanalytics.com,90000,4,High School,Professional,Y
29250,MR.,ANTHONY,WILLIAMS,16-04-1961,S,M,anthony.williamsnobethanalytics.com,100000,3,Partial College,Professional,N
29251,MRS.,MANDY,ZHOU,04-03-1961,M,F,mandy.zhounobethanalytics.com,110000,1,Bachelors,Management,Y
29252,MR.,ALEX,PARKER,08-09-1961,M,M,alex.parkernobethanalytics.com,130000,1,Bachelors,Management,Y
29253,MRS.,SAVANNAH,GREEN,25-05-1961,S,F,savannah.greennobethanalytics.com,130000,3,Bachelors,Management,N
29254,MRS.,ERIN,SANCHEZ,15-10-1955,M,F,erin.sancheznobethanalytics.com,60000,2,High School,Professional,Y
29255,MR.,KYLE,WASHINGTON,11-04-1955,S,M,kyle.washingtonnobethanalytics.com,80000,3,Partial College,Professional,N
29256,MR.,NOAH,HARRIS,07-11-1955,M,M,noah.harrisnobethanalytics.com,90000,2,High School,Professional,N
29257,MR.,JEREMIAH,RUSSELL,26-10-1955,S,M,jeremiah.russellnobethanalytics.com,90000,2,High School,Professional,Y
29258,MRS.,MAKAYLA,JAMES,22-09-1955,M,F,makayla.jamesnobethanalytics.com,90000,2,High School,Professional,Y
29259,MR.,JONATHAN,DAVIS,10-09-1954,S,M,jonathan.davisnobethanalytics.com,70000,2,Partial High School,Skilled Manual,Y
29260,MR.,RICKY,CARLSON,27-05-1935,S,M,ricky.carlsonnobethanalytics.com,70000,4,Graduate Degree,Management,N
29261,MR.,ROBERT,TURNER,15-03-1935,S,M,robert.turnernobethanalytics.com,130000,2,Graduate Degree,Management,N
29262,MRS.,CASSIE,RAJE,22-02-1936,S,F,cassie.rajenobethanalytics.com,50000,2,Graduate Degree,Management,N
29263,MR.,NATHAN,LI,24-05-1936,M,M,nathan.linobethanalytics.com,70000,4,Graduate Degree,Management,N
29264,MRS.,RILEY,BROOKS,27-01-1936,M,F,riley.brooksnobethanalytics.com,90000,4,Bachelors,Management,N
29265,MRS.,MARISSA,DIAZ,08-11-1936,S,F,marissa.diaznobethanalytics.com,90000,4,Bachelors,Management,N
